tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",UNKNOWN,No emotion toward brand or product,Neutral,Apple,134
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",UNKNOWN,No emotion toward brand or product,Neutral,Google,130
"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,83
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,101
"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Android App,Positive emotion,Positive,Google,135
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,113
"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,110
���@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,UNKNOWN,No emotion toward brand or product,Neutral,Google,123
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,119
if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,iPad or iPhone App,Positive emotion,Positive,Apple,88
"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,75
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,iPhone,Positive emotion,Positive,Apple,142
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,116
"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,121
"Not to be a rumor monger, but this was a good read �_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Other Google product or service,Positive emotion,Positive,Google,137
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,44
Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,85
build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Apple,Positive emotion,Positive,Apple,138
Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,UNKNOWN,No emotion toward brand or product,Neutral,Apple,138
Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,iPad or iPhone App,Positive emotion,Positive,Apple,106
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,83
"google is about search, but local' marissa mayer #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,54
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,UNKNOWN,No emotion toward brand or product,Neutral,Google,99
Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,UNKNOWN,No emotion toward brand or product,Neutral,Google,91
Questions about what's inside the iPad 2? Fire them my way. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,65
Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,131
Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,71
Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,90
Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,131
"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",iPhone,Negative emotion,Negative,Apple,122
Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,iPad,Positive emotion,Positive,Apple,124
"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,93
I meant I also wish I  at #SXSW #dyac stupid iPhone!,iPhone,Negative emotion,Negative,Apple,52
"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",UNKNOWN,I can't tell,Neutral,Google,122
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,UNKNOWN,No emotion toward brand or product,Neutral,Apple,93
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,117
Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Apple,Positive emotion,Positive,Apple,96
What does an Apple security guy after he locks up the store..... #sxsw - {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,79
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
How I got an iPad 2 during #SXSW!  {link} cc @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,53
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,iPad,Positive emotion,Positive,Apple,74
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,Positive emotion,Positive,Google,84
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,UNKNOWN,No emotion toward brand or product,Neutral,Google,61
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,93
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,100
"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
marketing and sales GENIUS: {link} #Apple #SXSW,Apple,Positive emotion,Positive,Apple,47
"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",UNKNOWN,No emotion toward brand or product,Neutral,Google,117
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,73
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},UNKNOWN,No emotion toward brand or product,Neutral,BOTH,79
"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,129
Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,UNKNOWN,No emotion toward brand or product,Neutral,Google,145
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",iPhone,Positive emotion,Positive,Apple,136
Did u see anything on Google's Circles at the #sxsw? @mention @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,70
The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,iPad or iPhone App,Positive emotion,Positive,Apple,88
Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,110
"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",iPad or iPhone App,Negative emotion,Negative,Apple,128
the #SXSW app on the iPhone is live. RSVP for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,iPad or iPhone App,Positive emotion,Positive,Apple,129
My iPhone app screen for #sxsw what am I missing?   {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,58
Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Android App,Positive emotion,Positive,Google,94
The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Apple,No emotion toward brand or product,Neutral,Apple,84
Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,70
"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,121
Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Apple,Negative emotion,Negative,Apple,129
Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Apple,Positive emotion,Positive,Apple,126
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Apple,Positive emotion,Positive,Apple,122
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,iPad,Positive emotion,Positive,Apple,125
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,126
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Apple,Positive emotion,Positive,Apple,122
"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
���@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion,Positive,Apple,122
���@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Apple,Positive emotion,Positive,Apple,116
���@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Apple,Negative emotion,Negative,Apple,127
"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",iPad,Positive emotion,Positive,Apple,138
"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Apple,Positive emotion,Positive,Apple,89
"At #SXSW, Apple schools the marketing experts  {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,53
"At #SXSW, Apple schools the marketing experts {link}",Apple,Positive emotion,Positive,Apple,52
"At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive emotion,Positive,Apple,65
"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Apple,Positive emotion,Positive,Apple,134
"At #SXSW, Apple schools the marketing experts | CNET - {link}",Apple,Positive emotion,Positive,Apple,61
"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Apple,Positive emotion,Positive,Apple,86
���@mention Apple store downtown Austin open til Midnight. #sxsw�۝ @mention there's still time :),Apple,Positive emotion,Positive,Apple,97
���@mention Apple store downtown Austin open til Midnight. #sxsw�۝ any ipad2 left in stock?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
@mention  Apple Store on Congress  {link} #sxsw #austin,UNKNOWN,No emotion toward brand or product,Neutral,Apple,55
&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,Apple,Negative emotion,Negative,Apple,149
2wks only Apple Store in 6th Austin street is now opened. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,63
A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,UNKNOWN,No emotion toward brand or product,Neutral,Apple,137
Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Apple,Positive emotion,Positive,Apple,82
Temporary Apple store at #sxsw - huge line. {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,50
Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,iPad,Positive emotion,Positive,Apple,87
